,Unnamed: 0,Interval,Utc,FrontBP,SteerAng,Battery,AccelX,AccelY,AccelZ,Yaw,Pitch,Roll,Gsum,GsumMax,GsumPct,RPM,TPS,InjectorPW,Baro,MAP,Lambda,IAT,EngineTemp,EOP,EOT,WSFR,WSFL,WSRR,WSRL,TCSet,TCSlip,TCComp,TCCut,Analog8,OilTemp,AA_On,ThermLF1,ThermLF2,ThermRR1,ThermRR2,ThermLF3,ThermLF4,ThermLF5,ThermLF6,ThermLF7,ThermLF8,ThermRR3,ThermRR4,ThermRR5,ThermRR6,ThermRR7,ThermRR8,AA_LowDrag,Gear,AA_On1,AA_LowDrag1,Fuel_Mix,AA_Packages,Latitude,Longitude,Speed,Altitude,GPSSats,GPSQual,GPSDOP,run,x,y,label
5828,530,2334981,1746077112620,0.0,107.0,,0.03,0.21,0.97,33.0,-3.0,-2.0,1.0,1.34,74.0,4555.0,10.0,3.5,,13.0,0.955,77.2,,19.9,5.0,15.0,0.0,15.0,14.0,0.0,18.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.99469,-76.939812,23.17,27.2,29.0,3.0,0.8,rc_2,-42.2834883992561,30.686085322822723,unlabeled
5829,535,2335081,1746077112720,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,15.0,14.0,0.0,247.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994682,-76.939812,23.3,27.2,29.0,3.0,0.8,rc_2,-42.2834883992561,29.797962547744905,unlabeled
5830,540,2335181,1746077112820,0.0,107.0,,0.1,0.31,1.1,27.0,-3.0,-2.0,1.15,1.34,86.0,5167.0,79.0,6.24,,14.44,0.955,77.2,,21.4,5.0,15.0,0.0,15.0,15.0,0.0,9.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994675,-76.939812,22.74,27.2,29.0,3.0,0.8,rc_2,-42.2834883992561,29.020855120044825,unlabeled
5831,545,2335281,1746077112921,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,15.0,15.0,0.0,8.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994671,-76.939819,23.55,27.2,29.0,3.0,0.8,rc_2,-42.88992148658711,28.57679373211151,unlabeled
5832,550,2335381,1746077113013,0.0,107.0,13.58,0.11,0.03,1.02,25.0,-2.0,-1.0,1.03,1.34,77.0,5196.0,79.1,5.59,15.0,14.47,0.953,77.2,207.0,20.7,5.0,16.0,0.0,16.0,15.0,0.0,239.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.994667,-76.939819,24.0,27.2,30.0,3.0,0.8,rc_2,-42.88992148658711,28.13273234496701,unlabeled
5833,555,2335481,1746077113117,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,16.0,16.0,0.0,12.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994659,-76.939827,24.3,27.2,30.0,3.0,0.8,rc_2,-43.58298787193239,27.244609569889192,unlabeled
5834,560,2335581,1746077113221,0.0,108.0,,0.09,0.25,1.08,21.0,-2.0,1.0,1.12,1.12,100.0,5364.0,78.9,5.62,,14.46,0.955,77.2,,21.6,5.0,17.0,0.0,17.0,15.0,0.0,248.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994656,-76.939827,25.47,27.2,30.0,3.0,0.8,rc_2,-43.58298787193239,26.911563529333613,unlabeled
5835,565,2335681,1746077113319,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,17.0,17.0,0.0,4.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994652,-76.939835,26.1,27.2,30.0,3.0,0.8,rc_2,-44.2760542585088,26.46750214218911,unlabeled
5836,570,2335781,1746077113421,0.0,108.0,,0.15,0.19,1.1,20.0,-1.0,2.0,1.12,1.12,100.0,5728.0,78.9,5.66,,14.34,0.955,77.2,,22.9,5.0,17.0,0.0,18.0,18.0,0.0,39.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994644,-76.939835,26.74,27.2,30.0,3.0,0.8,rc_2,-44.2760542585088,25.579379367111297,unlabeled
5837,575,2335881,1746077113519,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,18.0,17.0,0.0,15.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994637,-76.939842,27.74,27.2,30.0,3.0,0.8,rc_2,-44.88248734583981,24.802271938622404,unlabeled
5838,580,2335981,1746077113619,0.0,108.0,,0.21,-0.4,0.7,20.0,-1.0,2.0,0.83,1.12,74.0,6110.0,78.6,5.73,,14.38,0.956,77.2,,24.3,5.0,19.0,0.0,19.0,18.0,0.0,26.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994633,-76.939842,28.73,27.2,30.0,3.0,0.8,rc_2,-44.88248734583981,24.3582105514779,unlabeled
5839,585,2336081,1746077113721,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0,19.0,18.0,0.0,246.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994621,-76.939842,29.41,27.2,30.0,3.0,0.8,rc_2,-44.88248734583981,23.026026389255584,unlabeled
5840,590,2336181,1746077113821,0.0,109.0,,0.23,-0.21,0.9,20.0,-2.0,1.0,0.96,1.12,85.0,6521.0,78.4,5.73,,14.04,0.951,77.2,,25.5,5.0,20.0,0.0,19.0,19.0,0.0,7.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994614,-76.93985,30.37,27.2,30.0,3.0,0.8,rc_2,-45.57555373241623,22.24891896076669,unlabeled
5841,595,2336281,1746077113920,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,20.0,20.0,0.0,10.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.99461,-76.93985,31.27,27.1,30.0,3.0,0.8,rc_2,-45.57555373241623,21.804857573622186,unlabeled
5842,600,2336381,1746077114012,0.0,108.0,13.6,0.21,0.02,0.91,18.0,-1.0,1.0,0.94,1.12,83.0,6883.0,78.8,5.72,15.0,14.07,0.955,77.2,207.0,27.5,5.0,21.0,0.0,21.0,21.0,0.0,26.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.994598,-76.93985,32.3,27.2,30.0,3.0,0.8,rc_2,-45.57555373241623,20.472673411399867,unlabeled
5843,605,2336481,1746077114118,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0,22.0,21.0,0.0,22.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994591,-76.93985,32.81,27.1,30.0,3.0,0.8,rc_2,-45.57555373241623,19.695565982910978,unlabeled
5844,610,2336581,1746077114218,0.0,109.0,,0.2,0.11,0.92,18.0,-1.0,1.0,0.95,1.12,84.0,7314.0,78.8,5.74,,14.16,0.95,77.2,,28.6,5.0,22.0,0.0,23.0,22.0,0.0,51.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994583,-76.93985,34.28,27.1,30.0,3.0,0.8,rc_2,-45.57555373241623,18.80744320783316,unlabeled
5845,615,2336681,1746077114320,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0,23.0,23.0,0.0,29.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994572,-76.93985,35.27,27.1,30.0,3.0,0.8,rc_2,-45.57555373241623,17.586274392199766,unlabeled
5846,620,2336781,1746077114420,0.0,110.0,,0.24,-0.09,1.05,20.0,-2.0,-1.0,1.08,1.08,100.0,7741.0,71.9,5.11,,13.96,0.955,77.2,,33.0,5.0,23.0,0.0,23.0,24.0,0.0,23.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994568,-76.939858,36.52,27.1,30.0,3.0,0.8,rc_2,-46.26862011776151,17.14221300505526,unlabeled
5847,625,2336881,1746077114520,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0,24.0,23.0,0.0,16.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994556,-76.939858,37.43,27.1,30.0,3.0,0.8,rc_2,-46.26862011776151,15.810028842832946,unlabeled
5848,630,2336981,1746077114620,0.0,109.0,,0.23,0.04,1.04,24.0,-1.0,0.0,1.07,1.13,94.0,8226.0,68.6,4.98,,13.82,0.95,77.2,,35.8,5.0,24.0,0.0,24.0,25.0,0.0,246.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994549,-76.93985,38.36,27.1,30.0,3.0,0.8,rc_2,-45.57555373241623,15.032921414344052,unlabeled
5849,635,2337081,1746077114720,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0,24.0,26.0,0.0,254.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994537,-76.93985,38.96,27.1,30.0,3.0,0.8,rc_2,-45.57555373241623,13.700737252121733,unlabeled
5850,640,2337181,1746077114820,0.0,109.0,,0.19,0.22,1.02,17.0,-2.0,0.0,1.06,1.13,94.0,8453.0,74.5,5.45,,13.75,0.955,77.2,,36.5,5.0,26.0,0.0,28.0,25.0,0.0,7.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.99453,-76.93985,40.23,27.1,30.0,3.0,0.8,rc_2,-45.57555373241623,12.92362982363284,unlabeled
5851,645,2337281,1746077114921,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0,26.0,25.0,0.0,246.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994518,-76.93985,40.62,27.1,30.0,3.0,0.8,rc_2,-45.57555373241623,11.591445661410523,unlabeled
5852,650,2337381,1746077115013,0.0,109.0,13.66,0.28,0.15,0.94,17.0,-1.0,-1.0,0.99,1.13,88.0,6653.0,63.5,5.54,15.0,14.02,0.955,77.2,207.0,30.5,5.0,27.0,0.0,28.0,27.0,0.0,9.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.994507,-76.939842,40.54,27.1,29.0,3.0,0.8,rc_2,-44.88248734583981,10.370276845777127,unlabeled
5853,655,2337481,1746077115119,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994495,-76.939842,42.82,27.1,29.0,3.0,0.8,rc_2,-44.88248734583981,9.03809268355481,unlabeled
5854,660,2337581,1746077115221,0.0,110.0,,0.2,0.34,1.02,18.0,-1.0,-1.0,1.09,1.13,96.0,6639.0,28.7,5.26,,12.93,0.956,77.2,,27.8,5.0,28.0,0.0,28.0,28.0,0.0,12.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994488,-76.939835,42.96,27.1,29.0,3.0,0.8,rc_2,-44.2760542585088,8.260985255065917,unlabeled
5855,665,2337681,1746077115319,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,28.0,28.0,0.0,26.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,38.994476,-76.939835,43.81,27.0,29.0,3.0,0.8,rc_2,-44.2760542585088,6.928801092843599,unlabeled
5856,670,2337781,1746077115421,0.0,110.0,,0.17,0.29,1.0,21.0,-1.0,-1.0,1.05,1.13,93.0,6713.0,27.2,5.15,,12.64,0.955,77.2,,29.7,5.0,29.0,0.0,29.0,28.0,0.0,19.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,0.0,38.994465,-76.939827,44.23,27.0,29.0,3.0,0.8,rc_2,-43.58298787193239,5.707632277210203,unlabeled
5857,675,2337881,1746077115521,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,29.0,29.0,0.0,48.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,38.994453,-76.939819,43.85,27.0,29.0,3.0,0.8,rc_2,-42.88992148658711,4.375448114987885,unlabeled
5858,680,2337981,1746077115619,0.0,110.0,,0.14,0.27,0.98,22.0,-2.0,-2.0,1.03,1.13,91.0,6901.0,26.3,5.12,,12.83,0.951,77.2,,28.2,5.0,29.0,0.0,29.0,28.0,0.0,14.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,0.0,38.994446,-76.939819,45.34,27.0,29.0,3.0,0.8,rc_2,-42.88992148658711,3.5983406872878034,unlabeled
5859,685,2338081,1746077115721,,,,,,,,,,,,,,,,,,,,,,,29.0,0.0,29.0,28.0,0.0,31.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,38.994434,-76.939812,44.53,27.0,29.0,3.0,0.8,rc_2,-42.2834883992561,2.266156524276674,unlabeled
5860,690,2338181,1746077115821,0.0,111.0,,0.18,0.71,1.08,31.0,-4.0,-1.0,1.31,1.31,100.0,6909.0,26.0,5.09,,12.71,0.955,77.2,,28.3,5.0,30.0,0.0,29.0,28.0,0.0,245.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,0.0,38.994427,-76.939812,46.04,27.0,29.0,3.0,0.8,rc_2,-42.2834883992561,1.4890490965765923,unlabeled
5861,695,2338281,1746077115920,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0,30.0,29.0,0.0,29.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,38.994415,-76.939796,46.08,26.9,29.0,3.0,0.8,rc_2,-40.897355627334406,0.15686493356546283,unlabeled
5862,700,2338381,1746077116012,0.0,111.0,13.63,0.08,0.58,1.01,37.0,-3.0,-1.0,1.17,1.33,88.0,7163.0,26.2,5.1,15.0,12.64,0.955,77.2,207.0,29.1,5.0,30.0,0.0,31.0,28.0,0.0,20.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,38.994408,-76.939789,46.01,26.9,28.0,3.0,0.9,rc_2,-40.29092254000339,-0.6202424941346188,unlabeled
5863,705,2338481,1746077116120,,,,,,,,,,,,,,,,,,,,,,,31.0,0.0,29.0,28.0,0.0,53.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994396,-76.939781,45.68,26.9,28.0,3.0,0.9,rc_2,-39.59785615342698,-1.9524266563569368,unlabeled
5864,710,2338581,1746077116220,0.0,110.0,,0.1,0.72,0.99,35.0,-2.0,-1.0,1.23,1.24,100.0,7148.0,26.0,5.07,,12.35,0.955,77.2,,29.6,5.0,30.0,0.0,30.0,29.0,0.0,18.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994389,-76.939774,46.55,26.9,29.0,3.0,0.9,rc_2,-38.99142306609597,-2.72953408484583,unlabeled
5865,715,2338681,1746077116320,,,,,,,,,,,,,,,,,,,,,,,31.0,0.0,30.0,29.0,0.0,241.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,38.994381,-76.939758,46.78,26.8,29.0,3.0,0.9,rc_2,-37.605290294174274,-3.617656859923646,unlabeled
5866,720,2338781,1746077116420,0.0,110.0,,0.1,0.46,0.98,29.0,-2.0,0.0,1.09,1.24,88.0,7162.0,26.2,5.04,,12.44,0.952,77.2,,30.0,5.0,29.0,0.0,30.0,30.0,0.0,6.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,0.0,38.994373,-76.939743,47.04,26.8,29.0,3.0,0.9,rc_2,-36.305790821497986,-4.50577963421265,unlabeled
5867,725,2338881,1746077116520,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0,30.0,30.0,0.0,250.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,38.994366,-76.939735,47.04,26.8,29.0,3.0,0.9,rc_2,-35.61272443492157,-5.282887062701543,unlabeled
5868,730,2338981,1746077116620,0.0,109.0,,0.13,-0.07,0.96,16.0,-2.0,1.0,0.97,1.24,79.0,7361.0,30.8,4.74,,12.57,0.955,75.4,,30.3,5.0,30.0,0.0,30.0,30.0,0.0,4.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,0.0,38.994358,-76.939728,47.71,26.8,29.0,3.0,0.9,rc_2,-35.006291347590555,-6.1710098377793585,unlabeled
5869,735,2339081,1746077116720,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0,30.0,32.0,0.0,220.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994354,-76.939712,47.84,26.7,29.0,3.0,0.9,rc_2,-33.62015857566887,-6.615071224923861,unlabeled
5870,740,2339181,1746077116820,0.0,108.0,,0.02,-0.02,0.94,-1.0,0.0,0.0,0.94,1.24,76.0,7550.0,31.4,4.86,,12.55,0.95,75.4,,30.6,5.0,31.0,0.0,31.0,33.0,0.0,56.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994347,-76.939697,48.27,26.7,29.0,3.0,0.9,rc_2,-32.320659101761436,-7.3921786534127545,unlabeled
5871,745,2339281,1746077116921,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0,32.0,33.0,0.0,78.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,38.994335,-76.93969,48.44,26.7,29.0,3.0,0.9,rc_2,-31.714226014430427,-8.724362815635072,unlabeled
5872,750,2339381,1746077117011,0.0,107.0,13.65,0.04,-0.23,0.9,-17.0,-1.0,2.0,0.93,0.97,97.0,7831.0,31.3,4.85,15.0,12.76,0.955,75.4,207.0,34.1,5.0,30.0,0.0,32.0,33.0,0.0,37.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,38.994331,-76.939674,49.11,26.6,29.0,3.0,0.9,rc_2,-30.328093242508732,-9.168424202779574,unlabeled
5873,755,2339481,1746077117117,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0,32.0,33.0,0.0,50.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.99432,-76.939659,49.63,26.6,29.0,3.0,0.9,rc_2,-29.02859376983244,-10.38959301841297,slalom
5874,760,2339581,1746077117219,0.0,106.0,,-0.06,-0.64,0.87,-24.0,-1.0,2.0,1.09,1.12,97.0,7820.0,31.2,4.8,,12.45,0.954,75.4,,32.7,5.0,30.0,0.0,32.0,34.0,0.0,84.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994312,-76.939652,50.2,26.6,30.0,3.0,0.9,rc_2,-28.4221606812703,-11.277715793490785,unlabeled
5875,765,2339681,1746077117319,,,,,,,,,,,,,,,,,,,,,,,33.0,0.0,32.0,32.0,0.0,77.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,38.994301,-76.939644,50.37,26.6,30.0,3.0,0.9,rc_2,-27.729094295925016,-12.49888460912418,unlabeled
5876,770,2339781,1746077117419,0.0,106.0,,-0.0,-0.68,0.8,-27.0,0.0,-1.0,1.05,1.17,90.0,7912.0,31.3,4.77,,12.56,0.955,75.4,,37.8,5.0,32.0,0.0,32.0,34.0,0.0,30.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,0.0,38.994293,-76.939629,50.55,26.5,30.0,3.0,0.9,rc_2,-26.42959482201759,-13.387007384201997,unlabeled
5877,775,2339881,1746077117519,,,,,,,,,,,,,,,,,,,,,,,31.0,0.0,32.0,34.0,0.0,63.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994282,-76.939621,51.15,26.5,30.0,3.0,0.9,rc_2,-25.736528436672312,-14.608176199835391,unlabeled
5878,780,2339981,1746077117617,0.0,106.0,,-0.07,-0.98,0.58,-31.0,0.0,-1.0,1.14,1.14,100.0,8017.0,31.3,4.71,,12.41,0.954,75.4,,41.9,5.0,32.0,0.0,33.0,34.0,0.0,59.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.99427,-76.939613,51.33,26.5,30.0,3.0,0.9,rc_2,-25.043462050095897,-15.94036036205771,unlabeled
5879,785,2340081,1746077117719,,,,,,,,,,,,,,,,,,,,,,,31.0,0.0,34.0,35.0,0.0,49.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994259,-76.939613,52.23,26.5,30.0,3.0,0.9,rc_2,-25.043462050095897,-17.161529177691104,unlabeled
5880,790,2340181,1746077117819,0.0,106.0,,-0.13,-0.78,0.82,-32.0,1.0,2.0,1.14,1.28,89.0,8125.0,30.8,4.54,,12.15,0.956,75.4,,38.2,5.0,33.0,0.0,33.0,33.0,0.0,105.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994247,-76.939606,52.32,26.4,30.0,3.0,0.9,rc_2,-24.437028962764888,-18.493713339913423,unlabeled
5881,795,2340281,1746077117920,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,33.0,33.0,0.0,66.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,38.994232,-76.939598,52.78,26.4,30.0,3.0,0.9,rc_2,-23.743962577419605,-20.15894354348013,unlabeled
5882,800,2340381,1746077118012,44.12,105.0,13.66,-0.29,-0.4,0.82,-28.0,-1.0,2.0,0.96,1.28,75.0,7887.0,1.3,1.4,15.0,8.5,0.954,75.4,207.0,36.2,5.0,33.0,0.0,32.0,33.0,0.0,40.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,38.994221,-76.93959,52.28,26.4,30.0,3.0,0.9,rc_2,-23.050896190843194,-21.380112358324716,unlabeled
5883,805,2340481,1746077118120,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0,30.0,32.0,0.0,233.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,38.994209,-76.93959,51.08,26.4,30.0,3.0,0.9,rc_2,-23.050896190843194,-22.712296521335844,slalom
